cohort,method,calibration_fraction_total_persons,outer_splits,outer_tolerance_rate,fit_success_rate_median_across_outer,fit_success_rate_lower_95_outer,fit_success_rate_upper_95_outer,median_calibration_persons_median_across_outer,median_calibration_persons_lower_95_outer,median_calibration_persons_upper_95_outer,median_calibration_records_median_across_outer,median_calibration_records_lower_95_outer,median_calibration_records_upper_95_outer,median_calibration_events_median_across_outer,median_calibration_events_lower_95_outer,median_calibration_events_upper_95_outer,median_calibration_event_persons_median_across_outer,median_calibration_event_persons_lower_95_outer,median_calibration_event_persons_upper_95_outer,median_auc_median_across_outer,median_auc_lower_95_outer,median_auc_upper_95_outer,median_brier_median_across_outer,median_brier_lower_95_outer,median_brier_upper_95_outer,median_delta_brier_vs_raw_median_across_outer,median_delta_brier_vs_raw_lower_95_outer,median_delta_brier_vs_raw_upper_95_outer,median_citl_median_across_outer,median_citl_lower_95_outer,median_citl_upper_95_outer,median_abs_citl_median_across_outer,median_abs_citl_lower_95_outer,median_abs_citl_upper_95_outer,median_slope_median_across_outer,median_slope_lower_95_outer,median_slope_upper_95_outer,median_abs_slope_error_median_across_outer,median_abs_slope_error_lower_95_outer,median_abs_slope_error_upper_95_outer,proportion_abs_citl_le_0_20_median_across_outer,proportion_abs_citl_le_0_20_lower_95_outer,proportion_abs_citl_le_0_20_upper_95_outer,proportion_brier_within_plus_0_001_median_across_outer,proportion_brier_within_plus_0_001_lower_95_outer,proportion_brier_within_plus_0_001_upper_95_outer,proportion_brier_improved_median_across_outer,proportion_brier_improved_lower_95_outer,proportion_brier_improved_upper_95_outer
HRS,intercept_and_slope,0.5,30,1.0,1.0,1.0,1.0,10008.0,10008.0,10008.0,41943.25,41573.45,42292.1875,4046.25,4000.725,4101.075,3678.25,3643.0375,3732.375,0.7482414209201589,0.7437138501377982,0.755337049305132,0.07945021081083348,0.0776370215309792,0.08092878002753297,-0.0003561734988796715,-0.00044723762679424185,-0.0002513999297172894,-0.0109900218394248,-0.06268512819564451,0.032730980767488524,0.021822212373391485,0.006339000207973828,0.06268512819564451,0.9990835526336286,0.9541106887798887,1.0688142414631217,0.019136568025130918,0.0071206222615823505,0.06881424146312155,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
HRS,intercept_and_slope,0.6,30,1.0,1.0,1.0,1.0,12009.0,12009.0,12009.0,50322.0,49882.375,50769.55,4854.0,4795.0,4924.475,4414.5,4369.075,4481.65,0.7482414209201589,0.7437138501377982,0.755337049305132,0.07944916829965193,0.07763732598564174,0.08092777873648324,-0.000356118717303195,-0.00044693317213169626,-0.00025292590278454545,-0.011473961359760323,-0.06334799265573257,0.032624690311526545,0.02160280098243819,0.0018545231693018055,0.06334799265573257,0.9994119449482255,0.9532221693462122,1.0696158366601123,0.019284684899020632,0.0020372275416932458,0.06961583666011233,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
HRS,intercept_only,0.05,30,1.0,1.0,1.0,1.0,1000.0,1000.0,1000.0,4185.5,4147.4125,4223.05,404.5,397.3625,411.4125,368.0,362.725,374.6875,0.7482414209201589,0.7437138501377982,0.755337049305132,0.07944427235727945,0.07763868672810764,0.08097443750683302,-0.0003200763516777866,-0.00045288829220698645,-0.00018312273526890801,-0.01373098706941206,-0.06919156360720267,0.035913867189417296,0.04305164979988961,0.028897270451707112,0.06919156360720267,1.1060379284237682,1.0751985006232425,1.1519582127396264,0.10603792842376836,0.07519850062324251,0.1519582127396265,1.0,0.98725,1.0,1.0,1.0,1.0,1.0,0.93525,1.0
HRS,intercept_only,0.1,30,1.0,1.0,1.0,1.0,2001.0,2001.0,2001.0,8377.75,8307.5375,8452.625,808.25,799.0,824.6375,735.25,727.8625,747.275,0.7482414209201589,0.7437138501377982,0.755337049305132,0.07943831037172255,0.07763024187865838,0.08095999868568915,-0.00032638158287924546,-0.00046150854454973887,-0.00019394071829971106,-0.012900901825247061,-0.06305798390929054,0.03324530153171974,0.029902800146533556,0.020878786502315283,0.06305798390929054,1.1060379284237682,1.0751985006232425,1.1519582127396264,0.10603792842376836,0.07519850062324251,0.1519582127396265,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98625,1.0
HRS,intercept_only,0.2,30,1.0,1.0,1.0,1.0,4003.0,4003.0,4003.0,16769.75,16611.6375,16946.6875,1618.0,1594.95,1640.5125,1473.0,1455.5875,1495.55,0.7482414209201589,0.7437138501377982,0.755337049305132,0.07943659895112241,0.07762488609351534,0.08096679270653738,-0.0003281482042788199,-0.0004669582074006568,-0.00020219782722161644,-0.01185177047012593,-0.0628168426028546,0.03175172027139777,0.024355509141127725,0.01468278214572202,0.0628168426028546,1.1060379284237682,1.0751985006232425,1.1519582127396264,0.10603792842376836,0.07519850062324251,0.1519582127396265,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99725,1.0
HRS,intercept_only,0.3,30,1.0,1.0,1.0,1.0,6004.0,6004.0,6004.0,25149.75,24929.525,25390.4,2426.5,2395.35,2463.0,2204.25,2180.625,2241.325,0.7482414209201589,0.7437138501377982,0.755337049305132,0.07943608211791683,0.07762409190310297,0.08096399111749543,-0.00032618946915578817,-0.0004672597529341578,-0.0001941632043366378,-0.012633505720060712,-0.060698123112212655,0.03089969608905324,0.021198313758562952,0.010321484166561349,0.060698123112212655,1.1060379284237682,1.0751985006232425,1.1519582127396264,0.10603792842376836,0.07519850062324251,0.1519582127396265,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
HRS,intercept_only,0.4,30,1.0,1.0,1.0,1.0,8006.0,8006.0,8006.0,33557.25,33248.2375,33852.475,3231.75,3196.725,3282.1875,2941.75,2915.925,2990.4625,0.7482414209201589,0.7437138501377982,0.755337049305132,0.07943689094030071,0.07762386844697435,0.08096624474153903,-0.00032688144068549266,-0.00046726317004062415,-0.00019467663322127174,-0.0111423888094392,-0.06147044925194881,0.032816974018083506,0.02047431535166202,0.007947297225652565,0.06147044925194881,1.1060379284237682,1.0751985006232425,1.1519582127396264,0.10603792842376836,0.07519850062324251,0.1519582127396265,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
HRS,intercept_only,0.5,30,1.0,1.0,1.0,1.0,10008.0,10008.0,10008.0,41943.25,41573.45,42292.1875,4046.25,4000.725,4101.075,3678.25,3643.0375,3732.375,0.7482414209201589,0.7437138501377982,0.755337049305132,0.07943605023736401,0.0776239857734191,0.08096641955273201,-0.00032729286239080793,-0.0004672273749813185,-0.00019562411018671106,-0.011588041781311474,-0.0614330248244047,0.03121633206167824,0.021183144049006248,0.005879819429255837,0.0614330248244047,1.1060379284237682,1.0751985006232425,1.1519582127396264,0.10603792842376836,0.07519850062324251,0.1519582127396265,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
HRS,intercept_only,0.6,30,1.0,1.0,1.0,1.0,12009.0,12009.0,12009.0,50322.0,49882.375,50769.55,4854.0,4795.0,4924.475,4414.5,4369.075,4481.65,0.7482414209201589,0.7437138501377982,0.755337049305132,0.07943596688088789,0.07762405159155658,0.08096559022013165,-0.0003271833347479776,-0.0004672148615162186,-0.00019660305751530329,-0.011678169774466646,-0.06206203712801907,0.031071415443729683,0.02175755712025638,0.0026422801693588753,0.06206203712801907,1.1060379284237682,1.0751985006232425,1.1519582127396264,0.10603792842376836,0.07519850062324251,0.1519582127396265,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
HRS,none,0.0,30,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7482414209201589,0.7437138501377982,0.755337049305132,0.07977665846113588,0.07806156799330478,0.08121398232555181,0.0,0.0,0.0,-0.2223472343703328,-0.2527025031422131,-0.1966343121069044,0.2223472343703328,0.1966343121069044,0.2527025031422131,1.1060379284237682,1.0751985006232425,1.1519582127396264,0.10603792842376836,0.07519850062324251,0.1519582127396265,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
MHAS,intercept_and_slope,0.05,30,0.0,1.0,1.0,1.0,259.0,259.0,259.0,388.5,385.8625,392.1375,58.5,56.0,60.275,58.5,56.0,60.275,0.7022101228996392,0.6857491224858041,0.7217218114538075,0.1194973505117107,0.11338014900957387,0.12357257476375091,-0.015594911838145084,-0.018774016980241042,-0.013839746329051798,0.004577343725387683,-0.1152929730728807,0.10417963143182751,0.10435439631214133,0.07258390262133357,0.13553651887493565,0.9827215911162052,0.834004119031492,1.1396019185617905,0.13050976759724925,0.1038943364398803,0.2087807976058445,0.82,0.7145,0.88275,1.0,1.0,1.0,1.0,1.0,1.0
MHAS,intercept_and_slope,0.1,30,0.5333333333333333,1.0,1.0,1.0,519.0,519.0,519.0,779.0,773.45,783.775,117.0,114.45,120.9125,117.0,114.45,120.9125,0.7022101228996392,0.6857491224858041,0.7217218114538075,0.11933773472970961,0.11319973989504316,0.12331186438013544,-0.01584900506801116,-0.018993091818555914,-0.014034648984910239,-0.0028815791274560006,-0.11425385721088653,0.08572713285950459,0.07147077821108612,0.049045070087105236,0.1197571605418868,0.9898122210668725,0.8484147121909771,1.1533752805144915,0.09803865668325304,0.07200215483295797,0.21465355845185466,0.94,0.7845000000000001,0.98,1.0,1.0,1.0,1.0,1.0,1.0
MHAS,intercept_and_slope,0.2,30,0.6333333333333333,1.0,1.0,1.0,1038.0,1038.0,1038.0,1556.75,1549.45,1570.5,234.5,227.45,243.1375,234.5,227.45,243.1375,0.7022101228996392,0.6857491224858041,0.7217218114538075,0.11919167135174139,0.11316678899045046,0.12323298303464837,-0.01595335670400915,-0.018987647826099453,-0.014094482950296701,0.00013228758611321832,-0.1383210117931505,0.08918327709823838,0.04983658995200572,0.04035605109275515,0.13832101179315048,0.9937474446842649,0.8656731139406252,1.1692202912984822,0.06347807921865467,0.05021675393211839,0.21364785923070254,0.99,0.88,1.0,1.0,1.0,1.0,1.0,1.0,1.0
MHAS,intercept_and_slope,0.3,30,0.7333333333333333,1.0,1.0,1.0,1557.0,1557.0,1557.0,2335.25,2319.9,2355.0,351.75,342.8625,366.05,351.75,342.8625,366.05,0.7022101228996392,0.6857491224858041,0.7217218114538075,0.1191689435481799,0.11310332153191409,0.12319548805964525,-0.01601746291598035,-0.01904527662059614,-0.014137753591018622,0.00019937365049163593,-0.12325227989873874,0.09247967799250437,0.044205094097656,0.023564209590694586,0.12325227989873873,0.9848427842527347,0.861819210581793,1.1738872997243774,0.055675369228240956,0.03543498770761422,0.20658337672605884,1.0,0.97625,1.0,1.0,1.0,1.0,1.0,1.0,1.0
MHAS,intercept_and_slope,0.4,30,0.7,1.0,1.0,1.0,2076.0,2076.0,2076.0,3114.5,3093.9,3141.1,468.25,454.45,487.9625,468.25,454.45,487.9625,0.7022101228996392,0.6857491224858041,0.7217218114538075,0.11913487188377508,0.11309302021534869,0.12318520381998127,-0.01603789696346252,-0.01904355044464701,-0.014144977269461153,0.0010194083742535228,-0.12658054503908958,0.08994858737703391,0.03987773548824712,0.01949983678056161,0.12658054503908958,0.9847837613373784,0.8592392768366419,1.1703242089599886,0.04490739890154721,0.02702494492669674,0.21270547375379129,1.0,0.99725,1.0,1.0,1.0,1.0,1.0,1.0,1.0
MHAS,intercept_and_slope,0.5,30,0.7333333333333333,1.0,1.0,1.0,2596.0,2596.0,2596.0,3894.75,3870.0375,3926.5,587.25,569.0,610.1875,587.25,569.0,610.1875,0.7022101228996392,0.6857491224858041,0.7217218114538075,0.11912434151229775,0.11308441666136507,0.12316949819397924,-0.016039177445982926,-0.0190532367210341,-0.014158314952999601,-0.0004941901963671974,-0.12474262107064672,0.09050867025940365,0.03902169112529369,0.012131531436293093,0.12474262107064672,0.9900652311079765,0.8633556867924347,1.1657113924404643,0.05163959712437477,0.017139608987237796,0.20906055629131004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
MHAS,intercept_and_slope,0.6,30,0.7,1.0,1.0,1.0,3115.0,3115.0,3115.0,4674.0,4641.625,4712.4125,705.0,682.725,732.1,705.0,682.725,732.1,0.7022101228996392,0.6857491224858041,0.7217218114538075,0.11912123777241941,0.1130854797432603,0.1231628975427108,-0.016052669008812925,-0.0190568854402409,-0.014160652955349613,-0.0005084803162679086,-0.12575525914566504,0.09081139124295684,0.04169039790282346,0.0004485911969795652,0.12575525914566504,0.9896369070681765,0.8621295809372477,1.165440728611585,0.0485049577824237,0.010546201583016761,0.20687596942993491,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
MHAS,intercept_only,0.05,30,0.36666666666666664,1.0,1.0,1.0,259.0,259.0,259.0,388.5,385.8625,392.1375,58.5,56.0,60.275,58.5,56.0,60.275,0.7022101228996392,0.6857491224858041,0.7217218114538075,0.11977744484946888,0.11366747709648521,0.12382408079633266,-0.015356217104942123,-0.01838492507579788,-0.013832013141237307,0.01471763544302511,-0.11910419507194814,0.10807762612579477,0.10676163631309361,0.07918885164341555,0.14179281546461633,0.8292972153437841,0.7612857194526081,0.9134185471731934,0.17070278465621586,0.08658145282680652,0.2387142805473918,0.795,0.71,0.8755,1.0,1.0,1.0,1.0,1.0,1.0
MHAS,intercept_only,0.1,30,0.8666666666666667,1.0,1.0,1.0,519.0,519.0,519.0,779.0,773.45,783.775,117.0,114.45,120.9125,117.0,114.45,120.9125,0.7022101228996392,0.6857491224858041,0.7217218114538075,0.11973758113187379,0.1135814138411258,0.12370413122299026,-0.015471972002172447,-0.018383039885030504,-0.013874848469177725,0.0004293200086181449,-0.1158884153047077,0.09084655308542139,0.07363222182478672,0.05586349078047423,0.12207703354914783,0.8292972153437841,0.7612857194526081,0.9134185471731934,0.17070278465621586,0.08658145282680652,0.2387142805473918,0.94,0.769,0.97,1.0,1.0,1.0,1.0,1.0,1.0
MHAS,intercept_only,0.2,30,0.8666666666666667,1.0,1.0,1.0,1038.0,1038.0,1038.0,1556.75,1549.45,1570.5,234.5,227.45,243.1375,234.5,227.45,243.1375,0.7022101228996392,0.6857491224858041,0.7217218114538075,0.11969277067572037,0.11374515045893392,0.12366516561557728,-0.015506729968688095,-0.018174689358846155,-0.01390251609227975,0.0038700461868304173,-0.1448097195280203,0.0943200316863076,0.05353748350591837,0.04089164794097448,0.1448097195280203,0.8292972153437841,0.7612857194526081,0.9134185471731934,0.17070278465621586,0.08658145282680652,0.2387142805473918,0.99,0.849,1.0,1.0,1.0,1.0,1.0,1.0,1.0
MHAS,intercept_only,0.3,30,0.9,1.0,1.0,1.0,1557.0,1557.0,1557.0,2335.25,2319.9,2355.0,351.75,342.8625,366.05,351.75,342.8625,366.05,0.7022101228996392,0.6857491224858041,0.7217218114538075,0.11966515296112332,0.11371799392465422,0.12364960154784693,-0.015520299541444165,-0.018318163951179637,-0.013912356231053177,0.0057202922392887825,-0.13009967479312562,0.09474731738913447,0.046252761113566944,0.025947401140617648,0.13009967479312562,0.8292972153437841,0.7612857194526081,0.9134185471731934,0.17070278465621586,0.08658145282680652,0.2387142805473918,1.0,0.96175,1.0,1.0,1.0,1.0,1.0,1.0,1.0
MHAS,intercept_only,0.4,30,0.8666666666666667,1.0,1.0,1.0,2076.0,2076.0,2076.0,3114.5,3093.9,3141.1,468.25,454.45,487.9625,468.25,454.45,487.9625,0.7022101228996392,0.6857491224858041,0.7217218114538075,0.11966087686973514,0.11370322138057781,0.12365392854020511,-0.015518124893011898,-0.01829706651347411,-0.01391603962968145,0.0059739829359012975,-0.1333329187073566,0.09347507624208269,0.043651144355119194,0.01999468713183935,0.1333329187073566,0.8292972153437841,0.7612857194526081,0.9134185471731934,0.17070278465621586,0.08658145282680652,0.2387142805473918,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0
MHAS,intercept_only,0.5,30,0.8666666666666667,1.0,1.0,1.0,2596.0,2596.0,2596.0,3894.75,3870.0375,3926.5,587.25,569.0,610.1875,587.25,569.0,610.1875,0.7022101228996392,0.6857491224858041,0.7217218114538075,0.11966518622655832,0.11370517006270107,0.12364723052226675,-0.01551854545802472,-0.018309301368593312,-0.013916265976568538,0.004034582017333487,-0.13146846343042076,0.09368710127243268,0.04614090948289752,0.012599370622253279,0.13146846343042076,0.8292972153437841,0.7612857194526081,0.9134185471731934,0.17070278465621586,0.08658145282680652,0.2387142805473918,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
MHAS,intercept_only,0.6,30,0.8666666666666667,1.0,1.0,1.0,3115.0,3115.0,3115.0,4674.0,4641.625,4712.4125,705.0,682.725,732.1,705.0,682.725,732.1,0.7022101228996392,0.6857491224858041,0.7217218114538075,0.11966053730455685,0.11371881021974031,0.12364910468338519,-0.015518613327629441,-0.018299571887166202,-0.013915376533751493,0.0024050847508118684,-0.13295229902060438,0.09414848337474772,0.04507552509621023,0.000994898893748498,0.13295229902060438,0.8292972153437841,0.7612857194526081,0.9134185471731934,0.17070278465621586,0.08658145282680652,0.2387142805473918,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
MHAS,none,0.0,30,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7022101228996392,0.6857491224858041,0.7217218114538075,0.1355464905061244,0.1307487877945948,0.13905400498978326,0.0,0.0,0.0,-0.7846921374467506,-0.8665092513022301,-0.7299853343528379,0.7846921374467506,0.7299853343528379,0.8665092513022301,0.8292972153437841,0.7612857194526081,0.9134185471731934,0.17070278465621586,0.08658145282680652,0.2387142805473918,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
